,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_9,2o,71.06,6.87,22.07
1,2_7,2o,70.9,6.43,22.68
2,2_8,2o,70.82,6.82,22.36
3,2_9,1o,70.58,7.04,22.38
4,2_7,1o,70.38,6.59,23.03
5,2_8,1o,70.32,6.99,22.69
6,2_6,2o,69.59,6.33,24.08
7,2_6,1o,69.04,6.51,24.45
8,2_3,2o,68.68,6.69,24.63
9,2_4,2o,68.27,6.66,25.07
10,2_5,2o,68.22,6.65,25.12
11,2_3,1o,68.12,6.86,25.02
12,2_4,1o,67.7,6.85,25.45
13,2_5,1o,67.65,6.85,25.5
14,2_9,sdifferent,66.84,6.63,26.52
15,2_7,sdifferent,66.67,6.22,27.1
16,2_8,sdifferent,66.61,6.59,26.8
17,2_6,sdifferent,65.45,6.15,28.4
18,2_3,sdifferent,64.6,6.49,28.91
19,2_4,sdifferent,64.22,6.47,29.31
20,2_5,sdifferent,64.18,6.46,29.36
21,3_8,2o,61.08,1.96,36.96
22,3_9,2o,60.95,1.97,37.08
23,4_9,2o,60.91,1.95,37.14
24,3_8,1o,60.44,2.05,37.52
25,3_8,1o,60.43,2.02,37.55
26,3_9,1o,60.32,2.05,37.62
27,3_9,1o,60.3,2.03,37.67
28,4_9,1o,60.28,2.04,37.68
29,4_9,1o,60.25,2.03,37.72
30,3_8,ssame,59.98,2.11,37.92
31,3_9,ssame,59.86,2.12,38.03
32,4_8,2o,59.83,1.93,38.23
33,4_9,ssame,59.81,2.12,38.08
34,3_7,2o,59.65,1.97,38.39
35,4_8,1o,59.17,2.02,38.81
36,4_8,1o,59.16,2.01,38.83
37,3_6,2o,59.05,1.97,38.97
38,3_7,1o,58.96,2.06,38.99
39,3_7,1o,58.96,2.03,39.02
40,5_9,2o,58.82,2.78,38.4
41,4_8,ssame,58.63,2.1,39.27
42,5_8,2o,58.58,1.93,39.5
43,3_7,ssame,58.41,2.12,39.48
44,4_7,2o,58.4,1.94,39.66
45,3_6,1o,58.37,2.03,39.6
46,3_6,1o,58.36,2.06,39.59
47,3_4,2o,58.28,2.02,39.7
48,3_5,2o,58.23,2.01,39.76
49,5_9,1o,58.16,2.87,38.96
50,5_9,1o,58.13,2.86,39.0
51,5_8,1o,57.89,2.02,40.09
52,5_8,1o,57.88,2.01,40.11
53,3_6,ssame,57.8,2.12,40.08
54,4_6,2o,57.8,1.95,40.25
55,4_7,1o,57.69,2.03,40.28
56,4_7,1o,57.68,2.02,40.3
57,5_9,ssame,57.61,2.96,39.43
58,3_4,1o,57.58,2.08,40.34
59,3_4,1o,57.57,2.09,40.33
60,3_5,1o,57.53,2.07,40.4
61,3_5,1o,57.52,2.09,40.38
62,5_8,ssame,57.28,2.1,40.62
63,3_8,sdifferent,57.25,1.89,40.85
64,5_7,2o,57.19,1.94,40.87
65,3_9,sdifferent,57.15,1.9,40.95
66,4_9,sdifferent,57.1,1.9,41.0
67,4_6,1o,57.09,2.04,40.88
68,4_6,1o,57.09,2.02,40.88
69,4_7,ssame,57.06,2.11,40.83
70,3_4,ssame,57.0,2.15,40.85
71,4_5,2o,56.98,1.99,41.03
72,3_5,ssame,56.95,2.15,40.9
73,5_6,2o,56.88,1.94,41.18
74,5_7,1o,56.47,2.03,41.51
75,4_6,ssame,56.46,2.11,41.43
76,5_7,1o,56.46,2.02,41.53
77,6_8,2o,56.42,2.67,40.91
78,4_5,1o,56.25,2.06,41.68
79,4_5,1o,56.25,2.07,41.67
80,6_9,2o,56.15,3.24,40.61
81,5_6,1o,56.15,2.03,41.83
82,5_6,1o,56.15,2.02,41.83
83,4_8,sdifferent,56.11,1.88,42.01
84,3_7,sdifferent,55.91,1.9,42.19
85,6_7,2o,55.78,1.89,42.32
86,5_7,ssame,55.77,2.11,42.13
87,6_8,1o,55.69,2.77,41.54
88,6_8,1o,55.67,2.76,41.56
89,4_5,ssame,55.6,2.14,42.25
90,6_9,1o,55.45,3.34,41.21
91,5_6,ssame,55.45,2.11,42.44
92,6_9,1o,55.41,3.34,41.25
93,3_6,sdifferent,55.37,1.9,42.72
94,5_9,sdifferent,55.18,2.67,42.16
95,6_8,ssame,55.03,2.86,42.11
96,6_7,1o,55.02,1.98,43.0
97,6_7,1o,55.0,1.98,43.02
98,5_8,sdifferent,54.95,1.88,43.17
99,6_9,ssame,54.84,3.44,41.73
100,4_7,sdifferent,54.76,1.89,43.35
101,3_4,sdifferent,54.67,1.95,43.39
102,3_5,sdifferent,54.62,1.94,43.44
103,6_7,ssame,54.27,2.06,43.66
104,4_6,sdifferent,54.23,1.89,43.88
105,7_8,2o,53.84,3.06,43.11
106,5_7,sdifferent,53.65,1.89,44.46
107,4_5,sdifferent,53.47,1.93,44.6
108,5_6,sdifferent,53.37,1.89,44.74
109,7_9,2o,53.1,3.54,43.35
110,7_8,1o,53.06,3.16,43.78
111,7_8,1o,53.04,3.15,43.8
112,6_8,sdifferent,52.93,2.57,44.49
113,6_9,sdifferent,52.69,3.1,44.21
114,7_8,ssame,52.35,3.25,44.41
115,7_9,1o,52.35,3.65,44.01
116,6_7,sdifferent,52.33,1.85,45.82
117,7_9,1o,52.31,3.65,44.04
118,7_9,ssame,51.68,3.74,44.57
119,7_8,sdifferent,50.53,2.93,46.54
120,8_9,2o,50.23,3.75,46.01
121,7_9,sdifferent,49.86,3.38,46.76
122,8_9,1o,49.43,3.86,46.71
123,8_9,1o,49.41,3.86,46.73
124,8_9,ssame,48.73,3.96,47.31
125,8_9,sdifferent,47.2,3.57,49.23
126,6_A,2o,40.58,0.44,58.98
127,3_K,2o,40.4,0.74,58.86
128,5_K,2o,40.32,0.7,58.98
129,4_K,2o,40.32,0.71,58.97
130,8_K,2o,40.3,0.65,59.05
131,6_K,2o,40.28,0.66,59.06
132,9_A,2o,40.07,0.43,59.5
133,3_Q,2o,40.06,0.98,58.96
134,8_A,2o,40.05,0.42,59.53
135,7_A,2o,39.99,0.43,59.58
136,4_Q,2o,39.98,0.95,59.07
137,5_Q,2o,39.98,0.95,59.08
138,7_K,2o,39.96,0.65,59.39
139,6_Q,2o,39.94,0.9,59.16
140,7_Q,2o,39.89,0.91,59.2
141,6_J,2o,39.88,1.31,58.82
142,3_A,2o,39.74,0.52,59.74
143,3_J,2o,39.72,1.38,58.91
144,5_A,2o,39.66,0.48,59.86
145,4_A,2o,39.66,0.49,59.85
146,6_A,1o,39.65,0.53,59.82
147,4_J,2o,39.64,1.35,59.02
148,5_J,2o,39.64,1.34,59.02
149,3_K,1o,39.48,0.8,59.73
150,5_K,1o,39.39,0.78,59.83
151,8_K,1o,39.39,0.74,59.87
152,4_K,1o,39.39,0.78,59.82
153,6_K,1o,39.35,0.74,59.91
154,9_A,1o,39.17,0.52,60.31
155,9_K,2o,39.17,0.66,60.17
156,3_Q,1o,39.13,1.04,59.83
157,8_A,1o,39.13,0.51,60.36
158,6_A,1o,39.09,0.52,60.39
159,8_Q,2o,39.08,0.9,60.02
160,7_A,1o,39.05,0.52,60.43
161,4_Q,1o,39.04,1.03,59.93
162,5_Q,1o,39.04,1.03,59.93
163,7_K,1o,39.02,0.74,60.24
164,6_Q,1o,39.0,0.98,60.02
165,7_Q,1o,38.96,0.99,60.05
166,6_J,1o,38.94,1.39,59.67
167,3_K,1o,38.91,0.82,60.27
168,4_K,1o,38.83,0.79,60.38
169,5_K,1o,38.83,0.78,60.38
170,8_K,1o,38.81,0.74,60.45
171,3_A,1o,38.8,0.57,60.62
172,6_K,1o,38.79,0.74,60.47
173,3_J,1o,38.78,1.44,59.78
174,4_A,1o,38.72,0.56,60.72
175,5_A,1o,38.72,0.56,60.72
176,4_J,1o,38.69,1.42,59.88
177,5_J,1o,38.69,1.42,59.88
178,7_J,2o,38.68,1.31,60.02
179,9_A,1o,38.58,0.52,60.91
180,3_Q,1o,38.58,1.06,60.36
181,8_A,1o,38.56,0.5,60.94
182,4_Q,1o,38.5,1.04,60.46
183,5_Q,1o,38.5,1.03,60.47
184,7_A,1o,38.49,0.51,61.0
185,7_K,1o,38.46,0.74,60.81
186,6_Q,1o,38.46,0.98,60.56
187,6_J,1o,38.41,1.39,60.2
188,7_Q,1o,38.41,0.99,60.6
189,9_K,1o,38.25,0.74,61.01
190,3_J,1o,38.25,1.46,60.29
191,3_A,1o,38.23,0.6,61.17
192,5_J,1o,38.16,1.43,60.41
193,4_J,1o,38.16,1.44,60.4
194,4_A,1o,38.15,0.57,61.28
195,5_A,1o,38.15,0.56,61.28
196,6_A,sdifferent,38.15,0.5,61.35
197,8_Q,1o,38.14,0.99,60.88
198,3_K,sdifferent,37.99,0.75,61.25
199,9_Q,2o,37.95,0.91,61.14
200,5_K,sdifferent,37.92,0.74,61.34
201,4_K,sdifferent,37.92,0.74,61.34
202,8_K,sdifferent,37.91,0.7,61.39
203,6_K,sdifferent,37.88,0.7,61.42
204,8_J,2o,37.86,1.3,60.84
205,9_A,sdifferent,37.72,0.49,61.79
206,7_J,1o,37.71,1.39,60.9
207,3_Q,sdifferent,37.69,0.98,61.33
208,8_A,sdifferent,37.68,0.48,61.83
209,9_K,1o,37.65,0.74,61.6
210,5_Q,sdifferent,37.62,0.97,61.41
211,4_Q,sdifferent,37.62,0.97,61.41
212,7_A,sdifferent,37.61,0.49,61.9
213,6_Q,sdifferent,37.58,0.93,61.49
214,8_Q,1o,37.58,0.98,61.44
215,7_K,sdifferent,37.58,0.7,61.72
216,6_J,sdifferent,37.54,1.31,61.15
217,7_Q,sdifferent,37.54,0.94,61.52
218,3_J,sdifferent,37.39,1.35,61.25
219,3_A,sdifferent,37.38,0.54,62.08
220,4_J,sdifferent,37.32,1.34,61.34
221,5_J,sdifferent,37.32,1.34,61.34
222,5_A,sdifferent,37.3,0.53,62.16
223,4_A,sdifferent,37.3,0.53,62.16
224,7_J,1o,37.18,1.39,61.43
225,9_Q,1o,37.0,0.99,62.01
226,8_J,1o,36.89,1.38,61.73
227,9_K,sdifferent,36.87,0.7,62.42
228,8_Q,sdifferent,36.79,0.93,62.27
229,9_J,2o,36.73,1.3,61.96
230,9_Q,1o,36.43,0.99,62.59
231,7_J,sdifferent,36.42,1.31,62.27
232,K_A,2o,36.35,0.47,63.18
233,8_J,1o,36.35,1.39,62.26
234,Q_A,2o,36.04,0.46,63.5
235,9_Q,sdifferent,35.75,0.94,63.31
236,9_J,1o,35.75,1.39,62.86
237,J_A,2o,35.73,0.45,63.82
238,2_2,2o,35.72,3.09,61.19
239,8_J,sdifferent,35.67,1.31,63.02
240,Q_K,2o,35.31,0.68,64.01
241,9_J,1o,35.2,1.39,63.41
242,J_K,2o,35.0,0.67,64.33
243,6_A,ssame,34.91,0.61,64.48
244,K_A,1o,34.77,0.55,64.68
245,K_A,1o,34.77,0.55,64.68
246,3_K,ssame,34.74,0.88,64.38
247,5_K,ssame,34.65,0.87,64.48
248,4_K,ssame,34.65,0.87,64.48
249,8_K,ssame,34.65,0.82,64.53
250,9_J,sdifferent,34.63,1.31,64.06
251,6_K,ssame,34.61,0.82,64.57
252,Q_A,1o,34.47,0.54,64.99
253,Q_A,1o,34.46,0.54,65.01
254,3_3,2o,34.45,1.76,63.79
255,9_A,ssame,34.42,0.6,64.98
256,3_Q,ssame,34.4,1.12,64.48
257,8_A,ssame,34.39,0.59,65.02
258,5_Q,ssame,34.31,1.11,64.58
259,4_Q,ssame,34.31,1.11,64.58
260,7_A,ssame,34.3,0.6,65.1
261,7_K,ssame,34.27,0.82,64.91
262,6_Q,ssame,34.27,1.07,64.66
263,6_J,ssame,34.22,1.48,64.3
264,7_Q,ssame,34.22,1.08,64.7
265,J_A,1o,34.17,0.53,65.3
266,J_A,1o,34.14,0.53,65.33
267,K_A,sdifferent,34.11,0.52,65.38
268,3_J,ssame,34.06,1.52,64.42
269,3_A,ssame,34.04,0.66,65.3
270,4_4,2o,34.03,1.45,64.52
271,5_J,ssame,33.97,1.51,64.52
272,4_J,ssame,33.97,1.51,64.52
273,5_A,ssame,33.96,0.64,65.4
274,4_A,ssame,33.96,0.64,65.4
